m6A,m1A,m5C,hm5C,I,m7G,psi
5.8994603e-05,0.00014287572,0.5097182,0.23837769,0.02024586,0.01979707,0.016917601
1.250557e-07,0.00011669536,0.6572719,0.26463044,0.031503662,0.03592213,0.035536543
2.1818534e-05,0.00017200217,0.74769187,0.26259673,0.024301965,0.023252256,0.02399666
3.9770316e-06,0.008760808,0.000109313805,0.0225994,0.013362275,0.010820627,0.64198226
0.00052784383,0.014057506,0.001625176,0.014126697,0.0056548975,0.016546542,0.7093767
9.082717e-05,0.010402785,4.8604747e-05,0.013919582,0.00786928,0.006153916,0.5665703
8.012169e-05,0.015371077,0.001296644,0.015631942,0.51698834,0.30952364,0.00415841
0.7571749,0.2848442,2.2799388e-05,0.0017115964,0.022647295,0.032519538,0.01457607
5.569377e-05,0.020339958,4.3476597e-05,0.015282625,0.31479087,0.08057153,0.0024363967
0.020996206,0.9493752,0.00014159337,0.0011735153,0.028487727,0.04346883,0.024854923
0.4636396,0.21828492,0.000110136505,0.00092058815,0.017934049,0.03169998,0.015363164
0.7315084,0.35569397,4.0625247e-05,0.0015610209,0.025951987,0.039004557,0.03357367
0.0068598525,0.03135677,0.032144085,0.012482531,0.8706498,0.3046869,0.005070478
0.68355304,0.26845548,0.00019839067,0.0012309097,0.033287756,0.035555925,0.030742789
0.00024185368,0.0075132046,2.9112052e-05,0.032767985,0.0069033704,0.0071404055,0.66951984
1.39782005e-05,0.010427894,0.01142431,0.0097697815,0.013767095,0.016872346,0.7162527
0.00020390507,0.00015117896,0.627007,0.3313864,0.026610948,0.023321852,0.020993005
0.5058118,0.2375121,3.135586e-05,0.0010590092,0.009055342,0.053509794,0.013556747
0.0007547965,0.01315093,0.00016736571,0.01950413,0.0022912028,0.02280803,0.3564765
4.610704e-09,5.5986377e-05,0.65332144,0.2360538,0.008790104,0.022689164,0.022544542
0.0003210078,0.9857582,8.563329e-05,0.0012595131,0.0086838845,0.061832104,0.037486542
0.5309644,0.20915732,1.7162723e-05,0.0014755629,0.011127768,0.04052705,0.016828654
0.4064277,0.2584296,5.2655446e-06,0.0013678337,0.007273784,0.03909338,0.016118536
0.008702342,0.0125613585,7.004082e-05,0.035695083,0.0067833196,0.010864594,0.7693846
1.3590461e-06,0.021935748,0.00028716138,0.023980875,0.7356352,0.25815526,0.019012194
0.0030853755,0.019971494,0.00033244892,0.023313586,0.010793356,0.012694803,0.78576314
0.69589245,0.22480416,2.0532563e-05,0.00129257,0.01548864,0.038199212,0.01192053
0.004040506,0.012972914,0.012890482,0.011550618,0.01085965,0.0121288,0.7884139
2.9262527e-08,6.188698e-05,0.3485783,0.2144357,0.013556562,0.019455027,0.017867932
0.001819944,0.97319317,0.002783072,0.00038127592,0.007946624,0.093815826,0.029858435
1.7620143e-05,0.00019400218,0.84171677,0.25013518,0.020804338,0.016456943,0.020976972
0.15666707,0.7787945,7.8384755e-06,0.0032925429,0.0150878485,0.023812195,0.042104304
0.0028096118,0.01642451,5.1901807e-05,0.04563848,0.008827708,0.005483369,0.68672556
4.6265554e-06,0.032773446,0.0004846012,0.034197908,0.7636446,0.25748643,0.025842084
1.0552245e-06,0.016479712,8.416088e-05,0.042759653,0.0077243433,0.014964662,0.6991056
0.8055277,0.34175435,2.6697287e-05,0.0023520868,0.030194068,0.029277641,0.017025929
0.044168804,0.013458521,0.006552406,0.021858346,0.84725523,0.19323388,0.005963344
0.3053072,0.23292048,0.0001511013,0.0008585762,0.011334035,0.02949325,0.01665925
0.0016228288,0.009884811,0.00029175868,0.016925953,0.65303695,0.17275366,0.0061259475
0.00073533494,0.019709816,0.00061967736,0.015153292,0.6555121,0.30919167,0.0027993014
0.6141849,0.23755606,4.569069e-05,0.0011636363,0.016127689,0.0489161,0.016996954
0.00040862118,0.025386542,0.086423986,0.010260963,0.6959816,0.2718294,0.0041074557
0.015848098,0.024001831,0.0004977686,0.02632726,0.8732512,0.3446931,0.027312208
0.7622656,0.36108112,1.7881577e-05,0.0019959272,0.022157691,0.026347945,0.028341059
7.034691e-06,0.030310214,0.091450326,0.016131941,0.50552714,0.31069502,0.0100060105
1.3832198e-05,0.00017040825,0.01493047,0.91219854,0.013916514,0.010478935,0.035325646
0.00092240813,0.03877804,0.0031946371,0.054720894,0.8544017,0.24052595,0.011704112
4.7695426e-05,0.028058376,0.017121334,0.011504825,0.57606417,0.28097832,0.007035547
2.858187e-05,0.015315154,0.038111467,0.010264372,0.63254297,0.31898454,0.0045563215
5.6025333e-06,0.010803991,0.0026823732,0.018897973,0.50814396,0.33162543,0.009854411
0.0018967186,0.015593351,0.0005336499,0.028985513,0.008686931,0.009253152,0.7570351
6.9990974e-06,0.01206688,0.034634817,0.0040721544,0.6254413,0.30049765,0.0058492566
0.0005865353,0.026755892,0.0015195388,0.035975184,0.009480397,0.01674709,0.7756189
5.929349e-06,0.006939236,0.017772922,0.008194666,0.011172857,0.024490766,0.6970417
0.79385674,0.2940844,2.0701671e-05,0.002169889,0.027155524,0.024701588,0.018073807
0.00024223655,0.00018538052,0.026697112,0.8941933,0.02295141,0.013226742,0.04943904
1.5929713e-06,0.00012689654,0.009134429,0.8943137,0.012348488,0.011737961,0.037046324
0.00087090704,0.024974456,0.0635952,0.010392561,0.86742395,0.29409432,0.008043914
0.00012775918,0.00020858693,0.7640924,0.3090488,0.014188738,0.024846673,0.019673133
2.591088e-06,0.007824813,3.300706e-05,0.02077886,0.0102754375,0.012821305,0.58446676
0.7460123,0.3297383,3.0621668e-05,0.00226747,0.040044986,0.033353765,0.029918058
0.4484643,0.16923714,0.0001180934,0.0007225423,0.008011251,0.05476762,0.01120087
0.00024870745,0.0003085495,0.73540455,0.30179954,0.013859536,0.033010446,0.011163409
2.4811196e-05,0.00023497402,0.5624506,0.32708153,0.02631143,0.021108977,0.024599543
0.35822022,0.16790365,0.00013904629,0.000839244,0.010606672,0.03636598,0.010139405
0.00035559622,0.018520232,0.14097369,0.009918042,0.8749281,0.23268044,0.009606141
3.9966972e-07,0.00010661892,0.53449506,0.31328642,0.02228975,0.017985217,0.026377473
1.7873315e-06,0.00013728524,0.25856525,0.29547465,0.0065360195,0.021602051,0.014323755
0.093529366,0.92422336,0.0017758692,0.0007986592,0.013019595,0.070682734,0.010544811
0.7410072,0.25486293,2.4260946e-05,0.0014081863,0.016077079,0.034957796,0.01057217
0.00012560863,0.00020263907,0.20688584,0.4549516,0.018026087,0.007891104,0.014878222
0.00012652633,0.010118427,0.0009921825,0.015729534,0.0023743808,0.020012412,0.32533
0.7984605,0.34592763,0.00018809401,0.0019191371,0.050964452,0.037207104,0.044532403
0.0001235037,0.0002992501,0.32698148,0.31589466,0.007618427,0.02054412,0.007431861
0.7411674,0.3154783,4.243974e-05,0.0022380266,0.040775076,0.036549542,0.03577633
0.6993195,0.31536612,0.00010291952,0.0014424475,0.035079412,0.024287429,0.026072215
0.042861246,0.011337374,0.0008542186,0.018334134,0.69034296,0.23405534,0.004100854
0.001028543,0.010723709,5.649147e-05,0.030146373,0.0041402723,0.005912111,0.3634205
0.70665896,0.26525372,1.8452638e-05,0.0013312825,0.019000271,0.034634873,0.01725445
0.7376305,0.29087344,0.00011643726,0.0012910578,0.02954713,0.032453667,0.02384572
0.0010474889,0.022431485,0.0006467011,0.017585045,0.7630395,0.29670495,0.0035009906
0.0004133614,0.01925799,0.00018199469,0.021116264,0.8273745,0.2831717,0.03238631
0.00077457126,0.029670872,5.6000013e-06,0.04610636,0.007347962,0.0078400355,0.7774876
7.4717577e-06,0.014393108,0.13441026,0.017964914,0.8290269,0.27327743,0.012575662
6.248111e-05,0.0002919003,0.19685689,0.31948593,0.0049868957,0.019222604,0.008589886
6.236395e-05,0.00031459687,0.7272167,0.34223372,0.010823613,0.032790497,0.0144482525
1.3903708e-05,0.00023804005,0.30166695,0.37700462,0.009804894,0.019006738,0.015563508
5.1956146e-09,7.2415896e-05,0.450161,0.26768288,0.0099178925,0.02033052,0.019719927
0.00020598993,0.00038446597,0.051366042,0.8724402,0.024191024,0.01924845,0.015448147
0.7064399,0.2809586,3.0820593e-05,0.0012737414,0.01664664,0.021700801,0.021819593
1.5709044e-05,0.00023001272,0.7286537,0.3171366,0.027693212,0.012189928,0.01776896
7.809712e-06,0.010982533,0.00026426278,0.02103392,0.023371173,0.0120755015,0.70427555
8.4282234e-05,0.00020614317,0.68134254,0.2593366,0.009176921,0.032062527,0.009104112
0.0002566015,0.00020478165,0.79547554,0.28607404,0.035197858,0.036449995,0.020409893
0.7159641,0.28380334,0.00012111924,0.0012981991,0.024383545,0.024625545,0.02199921
0.037459426,0.007999929,0.00018092713,0.022758191,0.0051778974,0.012939381,0.68103015
0.04268638,0.9336516,0.0022646487,0.0005262448,0.013582514,0.10999615,0.01732388
1.1694414e-06,0.00013898597,0.77711445,0.25915542,0.010597038,0.025230585,0.016467458
0.7811294,0.35213253,0.00010159098,0.001898507,0.031819068,0.033043247,0.035154097
1.4629573e-07,0.00014489403,0.67199266,0.28530398,0.010469091,0.02248167,0.018009208
0.010697361,0.029283976,0.0007074552,0.026927112,0.7787205,0.19276646,0.010018914
3.1187664e-08,0.00010224886,0.009346032,0.86817133,0.013506589,0.014465842,0.03926215
0.0039814077,0.045450743,0.00015770942,0.033697218,0.7204556,0.29898793,0.019237373
3.9680872e-05,0.016011814,0.03378976,0.014350742,0.7744337,0.3108935,0.011221407
0.5063865,0.17026103,1.2958989e-05,0.00089435605,0.00669638,0.05018316,0.006449719
2.2287502e-08,4.6944955e-05,0.44713774,0.2114377,0.0115718255,0.020636952,0.017544117
1.17373465e-05,0.006394399,0.093302764,0.0109822955,0.013361281,0.032719336,0.7281459
0.000118117496,0.018412948,0.0010804768,0.021099446,0.8199279,0.26052448,0.0051760017
0.79065394,0.32194763,3.345956e-05,0.002119951,0.036970433,0.03597673,0.022778992
0.74728507,0.25171816,2.2950106e-05,0.0013727314,0.014506722,0.041915573,0.012358122
3.7940424e-06,0.00014135434,0.19455872,0.48970777,0.017041635,0.011072369,0.02179767
0.0003982404,0.00027896772,0.84576803,0.3208485,0.0397768,0.017120322,0.020506566
0.0002231194,0.012319437,0.002955818,0.008999686,0.3142548,0.32948437,0.0021595808
0.00013592614,0.00022031671,0.48144737,0.3153935,0.009486561,0.017534446,0.011961825
0.7234502,0.23709217,9.577123e-06,0.0017513469,0.020066336,0.021891486,0.014604205
0.0013892554,0.017528351,0.096967526,0.0049906853,0.5563372,0.28873548,0.0029059958
0.79537606,0.32663557,2.2153095e-05,0.0019580994,0.023826892,0.043059845,0.01719438
0.0002979323,0.024142131,0.0008518979,0.021338947,0.8459235,0.24398051,0.006522836
0.6131018,0.23775044,1.4848857e-05,0.0015129016,0.013710238,0.033903133,0.016667603
0.09804119,0.8715966,4.6467894e-06,0.0021873678,0.025742441,0.021524023,0.043958753
0.07390567,0.9302817,0.006943335,0.00064096786,0.030586794,0.058492284,0.025750663
0.13876666,0.026571454,0.0018886036,0.02832209,0.8605985,0.27882323,0.012277033
2.3648179e-06,0.00017245,0.07286024,0.8610539,0.019398946,0.025363673,0.0326663
0.0011436712,0.016534116,0.00382937,0.032892305,0.8895305,0.33564153,0.009751844
0.8098851,0.31825882,0.00013462655,0.0017798879,0.023541154,0.023362882,0.026163932
0.0046272557,0.01820294,0.00018263893,0.0121620335,0.50525576,0.2785485,0.0036598882
0.00033263565,0.012625668,0.0031060837,0.019305313,0.81946135,0.23166458,0.014250257
8.9293884e-08,0.00011621806,0.61621994,0.2931845,0.005414714,0.03680698,0.020227656
7.156943e-07,5.2291998e-05,0.5586501,0.2960569,0.01221549,0.014352375,0.017954538
1.1490379e-05,0.0051695234,5.6189333e-06,0.02197848,0.002027286,0.016287986,0.28621462
0.00072033773,0.018065482,0.024156896,0.013572526,0.39328682,0.31259704,0.0048028803
0.062602855,0.017008685,0.00095767836,0.01668023,0.66896516,0.31956744,0.0058247456
0.0002810353,0.010705427,0.0018229871,0.011421531,0.784955,0.34588975,0.005936796
2.5488953e-05,0.00018381944,0.5943422,0.29388556,0.01992127,0.022525365,0.023366723
1.05585016e-07,0.00018923973,0.34290808,0.3094726,0.0069000754,0.021286402,0.010521265
0.47618833,0.25402528,1.5449286e-05,0.0013530226,0.0104630515,0.029293805,0.017549723
0.0002392323,0.015952017,0.004902639,0.012476755,0.77569264,0.29463315,0.002024362
6.840056e-08,0.00010528761,0.6229176,0.3253322,0.041576374,0.012416854,0.027500331
0.00070251775,0.04102351,0.009187355,0.011468993,0.8360464,0.17083779,0.009955077
0.754264,0.35655662,5.8076057e-06,0.0025463956,0.01767431,0.023175891,0.028724687
4.2791275e-05,0.01071209,0.0019346974,0.0142637,0.72522944,0.3290479,0.009418866
0.7685822,0.28508124,2.7306696e-05,0.0014872822,0.015326945,0.04235607,0.014389475
0.78566927,0.2906023,1.5688189e-05,0.0023711133,0.022680901,0.019790897,0.017569574
0.00965183,0.0342624,0.031022444,0.011144666,0.85418826,0.30270344,0.0055899066
0.0031827288,0.9861546,0.00019608074,0.0012963538,0.005625582,0.07160808,0.025194712
0.001908008,0.011267881,0.09414091,0.008552033,0.7973659,0.2676805,0.00501197
7.7365755e-08,8.5649874e-05,0.48282114,0.20827267,0.0045735496,0.018687205,0.013970107
3.0908956e-05,0.00028074742,0.044136837,0.8446425,0.008930769,0.025619311,0.01180013
0.0004615225,0.012076434,0.0001183239,0.012101873,0.18550256,0.28029826,0.0065713837
1.7502593e-05,0.0051032286,7.3631425e-05,0.019388989,0.004764489,0.016581494,0.37837178
3.6994043e-05,0.020408655,0.015949113,0.016120274,0.7757855,0.20249805,0.007658826
0.00018911509,0.009205386,8.4615385e-05,0.035130735,0.0132391695,0.005886058,0.6354698
0.7443703,0.29179496,0.00011857951,0.0013502841,0.027712157,0.02435315,0.021552699
1.2736345e-05,0.00027662117,0.38926524,0.39503843,0.024300363,0.009129385,0.020309238
1.9931153e-06,0.013260641,0.06758381,0.004805131,0.76514655,0.25187322,0.0040943082
6.495184e-08,8.353379e-05,0.7246549,0.27476805,0.02715338,0.017859098,0.0346751
0.0004318377,0.97641593,0.003923565,0.0007151595,0.040173218,0.047557376,0.05809772
4.998636e-05,0.0069369264,0.0033719526,0.0060778735,0.0020330718,0.022511613,0.35450342
2.7813455e-06,0.00016661988,0.0067917746,0.8833757,0.016285297,0.012531283,0.041686825
1.02300596e-07,9.226412e-05,0.6837024,0.3986542,0.042241503,0.015354207,0.032576654
1.6867787e-07,0.00010769488,0.28224346,0.24866122,0.0053990083,0.020339008,0.012926227
0.057711355,0.014815528,0.0020270979,0.021301666,0.8095808,0.25720602,0.006798881
2.683361e-07,0.00016782866,0.33586735,0.33506495,0.010138486,0.014108624,0.013873443
0.44532678,0.21432674,2.9309356e-05,0.0013986336,0.018155495,0.04557183,0.015756946
0.00063909305,0.0007194545,0.054504346,0.89262074,0.013885921,0.00889165,0.027407415
4.618845e-06,0.018054938,0.11617003,0.0075836554,0.83939165,0.25164673,0.0074230903
0.36902416,0.20412666,1.0525798e-05,0.0012699611,0.009304926,0.032646198,0.012080896
1.0403411e-06,0.01813499,0.002946804,0.010933588,0.7002501,0.20773879,0.0053989594
0.0014590597,0.02187483,0.017935738,0.009894444,0.72413415,0.28305754,0.0049760425
0.0147991665,0.02741165,0.00024708326,0.01971393,0.8206652,0.3459587,0.008789226
1.7402248e-05,0.00016405775,0.7576826,0.27617815,0.030810827,0.03295685,0.021077627
0.0009954819,0.011436734,0.0006160059,0.020737274,0.007073839,0.020823382,0.6291354
0.29002655,0.20054813,6.7366323e-06,0.0012579436,0.0056145843,0.035908923,0.013703977
0.408082,0.22511993,7.278644e-06,0.0015319007,0.009044006,0.031168288,0.018254448
1.4457049e-07,0.00023880728,0.3675624,0.55491704,0.022263803,0.015435064,0.036436837
0.0004304412,0.96841997,0.009934622,0.0008563338,0.039165378,0.08689006,0.051163465
0.76956797,0.38338917,2.7674716e-05,0.003036901,0.08223129,0.03134596,0.046743155
1.711913e-05,0.0074186013,0.058709152,0.010732934,0.011333955,0.025710512,0.7246607
1.1659386e-05,0.00013597513,0.35105267,0.3405367,0.018010074,0.019244408,0.020346135
0.00010833657,0.0007648366,0.7682081,0.45536175,0.02348144,0.016665915,0.017827118
0.0012792136,0.018300727,0.0007991704,0.022757778,0.82417077,0.2809521,0.011658262
0.5349397,0.17623758,1.5936135e-05,0.0007143608,0.00579918,0.048553474,0.008193186
2.88909e-07,8.566703e-05,0.5647889,0.27805084,0.017973734,0.020757424,0.036086123
6.3457514e-07,0.0001501774,0.6543473,0.29929018,0.015880004,0.03062563,0.024515213
2.6553318e-05,0.008533142,2.522737e-05,0.00860944,0.13612196,0.25169832,0.016086752
1.9814529e-07,0.00015783202,0.7171161,0.30087182,0.00791112,0.026656948,0.018492464
0.024008742,0.9384342,0.010294513,0.0005451914,0.029260537,0.072109096,0.036824964
1.2952083e-05,0.02572657,0.016247299,0.021280333,0.8220324,0.27922848,0.008455876
0.0020262965,0.0047725965,3.3045737e-05,0.03343433,0.0070616985,0.008929904,0.5816514
6.3276557e-06,0.015157255,0.0043149255,0.012979455,0.76100594,0.3599982,0.010816162
7.835442e-06,0.00015707474,0.30972695,0.32028863,0.018273767,0.00875733,0.013754229
7.811708e-06,0.023713635,0.011538266,0.041750494,0.8437883,0.31775838,0.014420273
0.00010775632,0.00022170009,0.01595344,0.87835544,0.008426318,0.011856255,0.024276346
2.8957933e-05,0.018383486,0.009309494,0.02464457,0.84951746,0.21584605,0.011356809
0.0007412918,0.012920302,0.00017063961,0.01650323,0.0046857595,0.017142,0.51053697
1.4462264e-05,0.00024877838,0.8134653,0.2961848,0.041172314,0.009988318,0.02308506
4.5996794e-06,0.009260416,0.0006046823,0.010606552,0.6327796,0.27285334,0.020877434
0.82432157,0.33262563,0.00016320989,0.0020264352,0.050897863,0.02487408,0.029485328
1.0233411e-05,0.020582777,0.11235308,0.018337542,0.8129906,0.2884909,0.010534343
3.0136158e-05,0.016104264,0.008074914,0.022458311,0.85541415,0.27375665,0.014132721
0.6399437,0.25428525,0.00012540171,0.0012634564,0.023342887,0.03639611,0.022520645
0.0024229668,0.0120176,0.0018326209,0.014200039,0.7036246,0.28135967,0.012253188
0.58253986,0.21383432,0.0001406887,0.0010191698,0.0154681355,0.04527812,0.015970485
0.00034104506,0.008536958,0.00025159496,0.035213746,0.011084588,0.0062835603,0.61051255
8.242481e-05,0.033543117,0.060397815,0.0150851915,0.85892045,0.2018518,0.010022547
0.001539641,0.021464821,0.0010068341,0.03323995,0.86290586,0.29045618,0.007265801
0.44450378,0.25753757,6.939566e-06,0.0017953448,0.008416228,0.033834446,0.020066697
9.943226e-07,6.407846e-05,0.75759816,0.29585811,0.019464737,0.015876899,0.024694284
0.039202172,0.0062885075,0.00054493087,0.018604903,0.0037063635,0.009833198,0.44646093
0.3668351,0.19807468,6.08236e-05,0.0008019606,0.008451195,0.028828768,0.012289414
0.00022800417,0.023784595,0.0029719777,0.023925504,0.8594183,0.32211784,0.012269535
4.0308154e-05,0.00023030418,0.1609854,0.3078302,0.003914777,0.009377278,0.0073387544
0.8345589,0.36929893,0.00013105416,0.002018522,0.051849302,0.024906987,0.029313399
0.030561006,0.8768533,2.787807e-05,0.00084779994,0.026156701,0.03643251,0.05069036
1.012635e-05,0.026297983,0.009529986,0.016147774,0.5087595,0.33017182,0.005023771
0.00017707002,0.00021548849,0.77826303,0.3337253,0.02209957,0.024127772,0.023417
7.074676e-08,0.00013130395,0.3770268,0.28051588,0.0038141443,0.026138624,0.013656033
0.3193697,0.21019651,0.00011059345,0.00093148643,0.010656165,0.029002497,0.011454156
0.0005202209,0.00672982,0.00019398921,0.038837973,0.011140625,0.009378607,0.63783866
0.00011535422,0.0004497452,0.63337475,0.38035148,0.015151584,0.011210862,0.014529419
0.77728504,0.36568,2.1249209e-05,0.0027805218,0.042756457,0.029900985,0.038398385
9.787327e-06,0.00021721135,0.5353631,0.3260029,0.026404334,0.008418095,0.017742638
0.0003502616,0.021657327,0.00081570406,0.03492901,0.7989712,0.14245972,0.013658306
5.5875225e-05,0.013422683,0.0027853835,0.018391345,0.8175134,0.33629218,0.0124183865
6.054461e-05,0.0059826127,0.00010573775,0.02660228,0.008243119,0.012526717,0.6517257
1.2296275e-05,0.024611685,0.23713492,0.012545647,0.8728359,0.29450342,0.012673026
3.833462e-05,0.012817642,0.000109122375,0.029868735,0.007721452,0.010493586,0.7241327
0.42940646,0.1805974,6.9049074e-06,0.0010642802,0.006050716,0.029239802,0.008789464
2.120518e-05,0.010395386,0.00073062343,0.036998276,0.016013453,0.011746732,0.70408785
3.5258595e-06,0.01611948,0.09015481,0.0064993505,0.82844675,0.26724732,0.009321794
0.55425954,0.23028372,1.0602253e-05,0.0014543842,0.011731872,0.03319106,0.014520238
0.003227029,0.98067814,0.00016354406,0.0008664011,0.048628356,0.033051886,0.035636567
0.00030735368,0.98254114,1.4655949e-05,0.0015693421,0.053575266,0.034426585,0.099652424
0.00040893175,0.01678793,8.272582e-06,0.037553135,0.0072141476,0.010805474,0.7269012
0.7719295,0.24920829,1.5760754e-05,0.0017763611,0.015048345,0.030712152,0.013938896
6.649257e-05,0.00018072988,0.084419124,0.89063287,0.044060268,0.015299413,0.032400705
0.7721922,0.27594587,3.007469e-05,0.0014646268,0.016466059,0.047121063,0.014164781
0.78595984,0.31943443,9.802489e-05,0.0017531001,0.03101644,0.022433262,0.024620507
5.592282e-08,8.87329e-05,0.694681,0.28817734,0.028842103,0.019675521,0.036479976
0.77932894,0.31808895,8.078206e-06,0.002463991,0.018334817,0.019764442,0.038713537
0.00090071646,0.00945164,0.00059804745,0.011292876,0.2751395,0.25853035,0.008459618
0.3495444,0.16218469,8.555396e-05,0.0006267423,0.007810241,0.051809575,0.014250371
0.003122115,0.02650118,0.00021336996,0.045710217,0.81535923,0.19476189,0.012942615
0.830404,0.35149795,0.00013637012,0.0020486289,0.044286914,0.024707576,0.028720943
0.0009042318,0.97331005,6.248128e-05,0.0017700865,0.03819811,0.06400609,0.053608604
6.1045694e-06,0.000114654016,0.15661114,0.24831708,0.006833129,0.01919907,0.011360911
0.00043974377,0.022953158,0.015639141,0.0063205156,0.30760136,0.28704947,0.0040374966
0.0015774462,0.02970759,0.0021446918,0.012550161,0.004993738,0.006232001,0.7598586
1.5443792e-06,0.00019291771,0.74284655,0.32392418,0.014020795,0.030303676,0.024887014
0.077139415,0.90436405,4.998074e-05,0.001237137,0.033567663,0.053063802,0.066785924
4.0712717e-07,0.018484902,0.008139471,0.02811493,0.84901625,0.24836867,0.014863622
0.00021587242,0.00021363991,0.7303079,0.2272008,0.008744872,0.0390702,0.007712002
0.0005450197,0.018279297,2.8010008e-05,0.024562467,0.00798049,0.009697237,0.6946397
0.7511036,0.29029208,2.4353762e-05,0.0017578964,0.02515939,0.03696145,0.018360259
